,image_name,orientation_left,orientation_right
0,gabor2_00.png,161.45024430400727,52.27952051107687
1,gabor2_01.png,137.40908768036385,131.2500270908086
2,gabor2_02.png,63.2440680837655,31.536403199614938
3,gabor2_03.png,108.19100658802941,56.173010575934946
4,gabor2_04.png,16.10529855275307,97.95737246932038
5,gabor2_05.png,148.99427585543316,109.139584920277
6,gabor2_06.png,101.73104418451182,113.9026949862166
7,gabor2_07.png,53.87607288546884,50.42054615958234
8,gabor2_08.png,143.43007689722313,56.95521450945776
9,gabor2_09.png,117.44359305907155,132.289766059561
10,gabor2_10.png,157.30479909900964,170.57485069014191
11,gabor2_11.png,13.43175331298573,113.23835100061217
12,gabor2_12.png,29.063556930251345,77.05435164205574
13,gabor2_13.png,115.67106709630878,78.32769752584825
14,gabor2_14.png,78.04916298064825,148.11593293034693
15,gabor2_15.png,76.36058424173179,120.59890908774987
16,gabor2_16.png,98.89038791757822,17.08036484628497
17,gabor2_17.png,89.25358846038814,161.44875921707563
18,gabor2_18.png,146.15032065341032,106.02561868235291
19,gabor2_19.png,94.07630924502558,145.70065538623263
20,gabor2_20.png,152.33948470206576,41.60497623911672
21,gabor2_21.png,45.8710655690256,179.73647140336888
22,gabor2_22.png,97.40544284198111,43.38789072612756
23,gabor2_23.png,105.62033784761636,13.273366954904326
24,gabor2_24.png,86.94832569822846,32.39345906284184
25,gabor2_25.png,115.11478453219046,156.82925146719927
26,gabor2_26.png,3.2286399155110646,119.79014015542118
27,gabor2_27.png,20.112742916506555,22.895643802268587
28,gabor2_28.png,41.220538282634564,103.25012421220288
29,gabor2_29.png,91.4062233230372,35.91756474109388
30,gabor2_30.png,176.60612662343786,128.40991057260197
31,gabor2_31.png,53.50275460278396,16.413021527369118
32,gabor2_32.png,107.62603691988386,79.25781600967953
33,gabor2_33.png,153.59623346647922,85.43777654708468
34,gabor2_34.png,88.82768235314705,88.12249321320299
35,gabor2_35.png,14.37596043702418,59.92936516196934
36,gabor2_36.png,95.12440960258769,51.27799191358085
37,gabor2_37.png,58.051008582879355,15.710756896707252
38,gabor2_38.png,94.0520796685357,90.87722200895551
39,gabor2_39.png,121.02800497603,54.55513803474005
40,gabor2_40.png,44.57325641038631,159.25353853338544
41,gabor2_41.png,46.80135618824379,77.22347316723798
42,gabor2_42.png,105.38596906900129,107.35858909361845
43,gabor2_43.png,53.40497566256572,127.96632421313647
44,gabor2_44.png,179.04679447811918,141.39006330549006
45,gabor2_45.png,105.76895033981442,144.61911453985877
46,gabor2_46.png,156.71949158231894,48.96453600780471
47,gabor2_47.png,126.81022690770793,152.02953965988607
48,gabor2_48.png,25.858636834571872,160.3875890807507
49,gabor2_49.png,165.2968457067338,115.86058948549207
50,gabor2_50.png,68.2796427128109,127.67097137010983
51,gabor2_51.png,178.11581225781873,62.21851717644534
52,gabor2_52.png,153.0833562397469,173.98806603441867
53,gabor2_53.png,147.07655179644408,76.18016051566319
54,gabor2_54.png,159.90628296672438,52.15150281301739
55,gabor2_55.png,90.7142114164761,86.9304603207064
56,gabor2_56.png,164.33570110788045,28.47271745004431
57,gabor2_57.png,166.6344641910728,79.27162153158933
58,gabor2_58.png,59.72095919170423,93.84377346403606
59,gabor2_59.png,16.85469807614969,155.5761872294272
60,gabor2_60.png,18.220875919405344,9.039187288250393
61,gabor2_61.png,15.450907773265573,160.73751754134642
62,gabor2_62.png,99.23573075331483,153.2824076239783
63,gabor2_63.png,16.604466752137323,77.59101681820053
64,gabor2_64.png,167.61012506642717,52.747798556393825
65,gabor2_65.png,3.5993945813648787,84.76604436011331
66,gabor2_66.png,164.848895964232,35.42190929832883
67,gabor2_67.png,136.37602086295314,74.21813470578545
68,gabor2_68.png,114.80660417270758,63.64456577251831
69,gabor2_69.png,171.55357251367792,60.343740661165015
70,gabor2_70.png,8.992203796369635,96.18209719055682
71,gabor2_71.png,105.10580532002254,10.573012641832163
72,gabor2_72.png,18.498069498150358,21.217983603339505
73,gabor2_73.png,15.05467567793928,36.660968181197276
74,gabor2_74.png,8.050247404080002,146.20132686176993
75,gabor2_75.png,141.10609183197133,65.65980296750973
76,gabor2_76.png,90.601521933402,179.8976855703688
77,gabor2_77.png,67.53872499197784,41.05488970727576
78,gabor2_78.png,142.5609865916354,104.60195266541439
79,gabor2_79.png,40.15913864001665,171.53197127884437
80,gabor2_80.png,161.29289192097207,25.207546740151002
81,gabor2_81.png,130.8206623849517,43.96058192618754
82,gabor2_82.png,105.62020360508868,1.6682164578261593
83,gabor2_83.png,1.4424647841909888,109.19875747263255
84,gabor2_84.png,77.52913081049745,171.68584619967643
85,gabor2_85.png,71.76125934519766,79.38883861668278
86,gabor2_86.png,175.51501773827925,7.158746529626447
87,gabor2_87.png,73.65366234492703,67.16645866877451
88,gabor2_88.png,66.81427240875267,165.9042463395823
89,gabor2_89.png,89.90557740886989,116.54443228395408
90,gabor2_90.png,122.20579988072093,166.0272873871155
91,gabor2_91.png,158.65297187765603,79.21251604431177
92,gabor2_92.png,52.4059327059029,105.44217098477462
93,gabor2_93.png,124.57544527706459,153.87287467853778
94,gabor2_94.png,22.970795440831644,150.6890754677342
95,gabor2_95.png,11.64924233604123,137.26293406956032
96,gabor2_96.png,164.06399926875181,120.551345461265
97,gabor2_97.png,12.221631796998524,151.4677182217434
98,gabor2_98.png,25.649096040830134,59.66723574039946
99,gabor2_99.png,155.48887220001504,135.4413619204617
100,gabor2_100.png,94.59544531416753,81.28377924986698
101,gabor2_101.png,64.71501657990109,150.41654133229935
102,gabor2_102.png,81.68643936733066,67.84590996911078
103,gabor2_103.png,162.03087922940048,1.832006559842121
104,gabor2_104.png,48.24974612309119,47.188304284598225
105,gabor2_105.png,156.82617909968292,157.7643125735622
106,gabor2_106.png,106.75588504000524,17.992041756768746
107,gabor2_107.png,77.15959104638108,44.30219749849892
108,gabor2_108.png,142.48510962037798,72.18470014214849
109,gabor2_109.png,146.31233489681205,5.647004102445328
110,gabor2_110.png,31.081709196400407,137.94678136056788
111,gabor2_111.png,77.65403197248821,38.628250914158954
112,gabor2_112.png,35.52961145639676,67.00541952593508
113,gabor2_113.png,10.067070888328452,86.62547555798798
114,gabor2_114.png,93.59041933879405,131.89761318102478
115,gabor2_115.png,23.04767045949199,129.69117610366635
116,gabor2_116.png,87.23020570134403,50.27687196549846
117,gabor2_117.png,140.21939510635764,8.308625410764227
118,gabor2_118.png,60.79795035851645,125.54009600862165
119,gabor2_119.png,61.445561277705295,166.88489383345552
120,gabor2_120.png,39.27015375367316,68.46941390824799
121,gabor2_121.png,0.9933839883274853,152.36025257351807
122,gabor2_122.png,10.296540878677671,106.99898383720179
123,gabor2_123.png,12.894805084153123,128.77836928767502
124,gabor2_124.png,156.55843509676205,96.42006931321652
125,gabor2_125.png,61.8898526667933,119.36425282672089
126,gabor2_126.png,156.81996583531583,15.844775041363908
127,gabor2_127.png,12.776103493573496,134.30456524764702
128,gabor2_128.png,8.947946922359245,33.52559061774156
129,gabor2_129.png,132.86774079609563,145.4012613763382
130,gabor2_130.png,82.53500979855345,67.06543064616538
131,gabor2_131.png,135.06362627266992,166.30528041574746
132,gabor2_132.png,152.2875541117147,77.66236936170996
133,gabor2_133.png,34.93739790520994,51.345809637686536
134,gabor2_134.png,169.2987841713419,167.22607850087851
135,gabor2_135.png,148.51458024681168,119.14590113789751
136,gabor2_136.png,48.785983931419935,69.34629066816234
137,gabor2_137.png,156.15192254387162,11.769638253699155
138,gabor2_138.png,84.59530016218439,15.776339658529277
139,gabor2_139.png,8.360115543754835,162.20428813406815
140,gabor2_140.png,19.50924748789131,5.046307941144168
141,gabor2_141.png,118.52170239777074,140.266073634677
142,gabor2_142.png,132.07594185001025,136.62592479758067
143,gabor2_143.png,148.0600459080095,141.0774242010633
144,gabor2_144.png,96.67946620121576,99.56088589995358
145,gabor2_145.png,129.82294489203696,38.01025828268361
146,gabor2_146.png,85.91753782472641,104.50498045045396
147,gabor2_147.png,121.17813789788339,49.80181403601999
148,gabor2_148.png,76.5020041296478,34.21135598996827
149,gabor2_149.png,169.41904492651696,48.61492797502598
150,gabor2_150.png,26.95206474602745,25.99968688248585
151,gabor2_151.png,129.80361484068484,29.689980143487187
152,gabor2_152.png,111.86939863007706,40.19177794716224
153,gabor2_153.png,165.30615158824568,44.248896192313246
154,gabor2_154.png,76.48812657200918,135.00065594543202
155,gabor2_155.png,133.88297432402646,69.19235238988144
156,gabor2_156.png,157.64940679834535,163.078074970906
157,gabor2_157.png,76.9114192091409,135.27212729842785
158,gabor2_158.png,173.82349150568794,152.69411008686671
159,gabor2_159.png,34.21492390134242,151.75028107508712
160,gabor2_160.png,22.55079397247869,171.92279486883584
161,gabor2_161.png,143.69847806980283,126.4060536494772
162,gabor2_162.png,160.89587066614314,46.22923640336684
163,gabor2_163.png,9.513031579946748,58.49906775659498
164,gabor2_164.png,54.073906394805995,125.32338678628466
165,gabor2_165.png,165.18738168268493,76.90486898636156
166,gabor2_166.png,135.4862575749249,95.21625395362285
167,gabor2_167.png,177.43930115134594,43.0976781944248
168,gabor2_168.png,26.12472938761111,43.09825290122225
169,gabor2_169.png,115.90403731056945,110.0653178301856
170,gabor2_170.png,50.47332323263786,79.46484144739658
171,gabor2_171.png,171.16925702074545,24.027377719365017
172,gabor2_172.png,151.16665585851968,12.238427423029687
173,gabor2_173.png,52.0506877310858,48.93478394944965
174,gabor2_174.png,61.170949012859516,98.06812878594492
175,gabor2_175.png,50.43825857131805,36.55706033024532
176,gabor2_176.png,31.799348377252215,99.8970191418895
177,gabor2_177.png,115.05396994796067,163.71844291220893
178,gabor2_178.png,106.01347097735986,99.32088683769119
179,gabor2_179.png,170.04053029765333,95.79565733561645
180,gabor2_180.png,112.55669506565557,11.773555176210673
181,gabor2_181.png,111.76711766045601,17.348310198817455
182,gabor2_182.png,47.95242741558522,102.10529639979839
183,gabor2_183.png,114.12753020379142,9.25546731290769
184,gabor2_184.png,36.7460996145677,106.5755612995378
185,gabor2_185.png,176.25901601006524,179.98865101161255
186,gabor2_186.png,12.735618102316506,49.58869951371983
187,gabor2_187.png,85.11775011191574,106.83965399265124
188,gabor2_188.png,23.66480641181885,34.768785679196554
189,gabor2_189.png,101.64317595671642,101.95465128845241
190,gabor2_190.png,7.688140161699993,102.80649551004683
